# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=3,9,27,81,243,729
# EXPECTED_TOTALS=1,2,5,15,67,504
# TOTAL_GROUPS=594
# NEXT_ORDER=2187
# NEXT_ORDER_TOTAL=9310
# NEXT_ORDER_SCANNED=false
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_3_through_729_only_order_2187_not_scanned
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	is_ac	centralizer_indices	adjacency_masks
729	210	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	211	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	212	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	213	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	214	(((C9 x C3) : C3) : C3) : C3	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	215	(C3 x C3) . (C3 x ((C3 x C3) : C3)) = (C3 x C3 x C3) . (C3 x C3 x C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,27,3,9,9,9,27,3,9,9,9,27,9,9,27,27,9,9,27,27,9,27,27,9,9,9,9,27,27,9,9,27,27,27,27,27,27,27,27,27,9,9,27,27,27,9,27,27,27,27,9,9,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258347304596,2417851639229258347304596,2417851639229258349412218,2417851488281701543153796,2417851639229258315462886,2417851639229258315462886,2417851639229258347304596,2417851639229258348883966,2417851639229258347304596,2417851636975258354826998,2417851639229254054412286,2417851639229241169477630,2417851639229258315462886,2417851639229258315462886,2417851639229258348883966,2417851639220462255341566,2417851639229258347304596,2417851638666308391796734,2417851639228158829395966,2417851636975258354826998,2417851639229258315462886,2417851636975258354826998,2417851490535701573795574,2417851639088520592621566,2408406906263518522114046,2417851636975258354826998,2417851490535701573795574,2417851639229254054412286,2417851639229181040001022,2417851639229241169477630,2417851639228949111767038,2417851639229181040001022,2417261343418762204807166,2417851639228949111767038,2266735911776879946760190,2417851639228158829395966,2417851636975258354826998,2417851490535701573795574,2417851639220462255341566,2417849333368656949673982,2380072707331116815613950,2417851490535701573795574,2417851639088520592621566,2417851602918986353737726,2417851638666308391796734,2417814744615211023466494,2417851636975258354826998,2417851490535701573795574,2417842406850022239895550,2417850468293355233083390,2417851602918986353737726,2398962101240185730629630,2417851490535701573795574,2415490167757447375093758,2416670471147788634685438,2417850468293355233083390,2417849333368656949673982,2115615572639582628347902,2417842406850022239895550,2417685618532594963447806,2417814744615211023466494,2342219988527049187786750,2417685618532594963447806,1208630671709449821880318,2417261343418762204807166,2416670471147788634685438,2415490167757447375093758,1808666362939074116845566,2408406906263518522114046,2398962101240185730629630,2380072707331116815613950,2342219988527049187786750,2266735911776879946760190,2115615572639582628347902,1808666362939074116845566,1208630671709449821880318
729	216	(((C9 x C3) : C3) : C3) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	217	(((C9 x C3) : C3) : C3) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	218	((C3 x (C9 : C3)) : C3) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	219	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	220	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	221	(((C9 x C3) : C3) : C3) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
729	222	((C3 x C3) . ((C3 x C3) : C3) = (C3 x C3 x C3) . (C3 x C3)) : C3	9	81	3,3,3,3,3,3	candidate					true	1,27,27,9,9,27,27,9,9,9,27,27,27,27,9,9,27,27,27,27,27,27,9,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27	0,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258349412316,2417851639229258349412282,2417851639229258345167974,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851639229258341021694,2417851639229258080972798,2417851639229257275662334,2417851639229258345167974,2417851639229258345167974,2417851639229258349345790,2417851638666308395859966,2417851639228708593336318,2417851639229223989149694,2417851567171664310435838,2417851639229120908361726,2417851639229258345167974,2417851639229258341021694,2417851639229258198417406,2417851639211666129813502,2417851639229189562826750,2417851639229258198417406,2417851639229258080972798,2417851639229253517574142,2417851639229257275662334,2417851639229239022059518,2417851639229253517574142,2417556491324070406651902,2417851639229239022059518,2417851639229223989149694,2417851639229189562826750,2417851639229120908361726,2380072707366026309795838,2417851639228708593336318,2417851350997782686072830,2398962173295580745302014,2417851639154491558723582,2266735911768633609551870,2417851639211666129813502,2417842415822037122547710,2417851639154491558723582,2417704065135931184644094,2417851629940584117960702,2417851638666308395859966,2417851061642606139146238,1208925817362829361020926,2413129268242789076828158,2417851629940584117960702,2416671029594142428626942,2417261307390102624796670,2417851567171664310435838,2417777708137775435350014,2417851350997782686072830,2417851061642606139146238,2115619031404096448888830,2417830886642175426166782,2342289163817325598605310,2417842415822037122547710,2417830886642175426166782,2408370012775371639881726,2417777708137775435350014,2417704065135931184644094,2417556491324070406651902,2417261307390102624796670,2416671029594142428626942,1811027546180508939452414,2413129268242789076828158,2408370012775371639881726,2398962173295580745302014,2380072707366026309795838,2342289163817325598605310,2266735911768633609551870,2115619031404096448888830,1811027546180508939452414,1208925817362829361020926
