group_id	structure	center_size	coset_count	is_ac	adjacency
SmallGroup(128,1114)	((C2 x C2) . (C2 x C2 x C2)) : C4	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1115)	(C4 : C4) : (C4 x C2)	8	16	true	;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,4,5,6,7,8,9,10,11,13,14,15;3,4,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,13,14,15
SmallGroup(128,1601)	C8 x C4 x C2 x C2	128	1	true	
SmallGroup(128,1602)	C2 x C2 x (C8 : C4)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1603)	C2 x C4 x (C8 : C2)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1604)	C2 x ((C8 : C2) : C4)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1605)	(C8 x C2) : (C4 x C2)	8	16	false	;5,8,9,10,12,14,15,16;4,7,9,11,12,13,15,16;3,6,8,11,12,13,14,16;2,6,7,10,12,13,14,15;4,5,7,8,10,11,13,14;3,5,6,9,10,11,13,15;2,4,6,9,10,11,14,16;2,3,7,8,10,11,15,16;2,5,6,7,8,9,13,16;3,4,6,7,8,9,14,15;2,3,4,5,13,14,15,16;3,4,5,6,7,10,12,16;2,4,5,6,8,11,12,15;2,3,5,7,9,11,12,14;2,3,4,8,9,10,12,13
SmallGroup(128,1606)	C4 x ((C8 x C2) : C2)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1607)	(C8 : C2) : (C4 x C2)	8	16	false	;3,8,9,10,12,13,14,16;2,6,7,10,12,13,14,15;5,7,9,11,12,14,15,16;4,6,8,11,12,13,15,16;3,5,7,8,10,11,13,15;3,4,6,9,10,11,14,15;2,5,6,9,10,11,13,16;2,4,7,8,10,11,14,16;2,3,6,7,8,9,15,16;4,5,6,7,8,9,13,14;2,3,4,5,13,14,15,16;2,3,5,6,8,11,12,14;2,3,4,7,9,11,12,13;3,4,5,6,7,10,12,16;2,4,5,8,9,10,12,15
SmallGroup(128,1608)	C2 x C2 x ((C8 x C2) : C2)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1609)	C2 x ((C2 x C2) : (C8 : C2))	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1610)	C2 x (((C8 x C2) : C2) : C2)	16	8	true	;3,6,7,8;2,4,5,6,7,8;3,6,7,8;3,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1611)	((C8 x C2) : C2) : (C2 x C2)	8	16	false	;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;3,7,9,11,13,14,15,16;2,6,9,10,12,14,15,16;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;2,3,6,7,10,11,12,13;2,3,4,5,6,7,10,11,12,13,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14;2,3,4,5,6,7,9,10,11,12,13,14
SmallGroup(128,1613)	C2 x C2 x ((C2 x C2 x C2) : C4)	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,11,12,14,16;3,7,9,10,11,13,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,12,13,14,15;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,9,10,12,13,14,15;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,12,13,14,15
SmallGroup(128,1614)	C2 x ((C2 x Q8) : C4)	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,11,12,14,16;3,7,9,10,11,13,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,12,13,14,15;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,9,10,12,13,14,15;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,12,13,14,15
SmallGroup(128,1617)	C2 x C2 x ((C8 : C2) : C2)	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,11,12,14,16;3,7,9,10,11,13,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,12,13,14,15;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,9,10,12,13,14,15;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,12,13,14,15
SmallGroup(128,1618)	C2 x C2 x (C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2))	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,11,12,14,16;3,7,9,10,11,13,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,12,13,14,15;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,9,10,12,13,14,15;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,12,13,14,15
SmallGroup(128,1619)	C2 x ((C2 . ((C4 x C2) : C2) = (C2 x C2) . (C4 x C2)) : C2)	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,11,12,14,16;3,7,9,10,11,13,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,12,13,14,15;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,11,12,13,14,15,16;2,3,4,5,6,7,9,10,12,13,14,15;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,12,13,14,15
SmallGroup(128,1622)	C2 x C2 x ((C8 x C2) : C2)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1623)	C2 x C2 x (Q8 : C4)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1624)	C2 x (((C4 x C2) : C2) : C4)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1625)	C2 x ((C2 x D8) : C4)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1626)	C2 x ((C2 x Q8) : C4)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1627)	C2 x (Q8 : (C4 x C2))	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1628)	(C2 x Q8) : (C4 x C2)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1631)	C2 x C2 x ((C4 x C4) : C2)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1632)	C2 x (((C4 x C2) : C2) : C4)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1634)	C2 x C2 x (C4 : C8)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1635)	C2 x (C4 : (C8 : C2))	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1636)	C2 x ((C4 : C8) : C2)	16	8	true	;3,6,7,8;2,4,5,6,7,8;3,6,7,8;3,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1637)	(C4 : C8) : (C2 x C2)	8	16	false	;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;3,7,9,11,13,14,15,16;2,6,9,10,12,14,15,16;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;2,3,6,7,10,11,12,13;2,3,4,5,6,7,10,11,12,13,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14;2,3,4,5,6,7,9,10,11,12,13,14
SmallGroup(128,1639)	C2 x C2 x (C8 : C4)	16	8	true	;3,4,5,6,7,8;2,5,7,8;2,5,7,8;2,3,4,6,7,8;2,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1640)	C2 x C2 x (C8 : C4)	16	8	true	;3,4,5,6,7,8;2,5,7,8;2,5,7,8;2,3,4,6,7,8;2,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1641)	C2 x ((C8 x C2) : C4)	16	8	true	;3,4,5,6,7,8;2,5,7,8;2,5,7,8;2,3,4,6,7,8;2,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1642)	C2 x (C8 : (C4 x C2))	8	16	false	;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;3,6,8,10,12,13,15,16;2,6,7,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;2,3,7,8,11,12,14,15;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15
SmallGroup(128,1643)	(C8 : C2) : (C4 x C2)	8	16	false	;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;3,6,8,10,12,13,15,16;2,6,7,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;2,3,7,8,11,12,14,15;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15
SmallGroup(128,1646)	C2 x C2 x (C4 . D8 = C4 . (C4 x C2))	16	8	true	;3,4,5,6,7,8;2,5,7,8;2,5,7,8;2,3,4,6,7,8;2,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1647)	C2 x ((C4 . D8 = C4 . (C4 x C2)) : C2)	8	16	false	;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;3,6,8,10,12,13,15,16;2,6,7,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15;3,5,6,8,9,10,11,12,13,14,15,16;2,4,6,7,9,10,11,12,13,14,15,16;2,3,7,8,11,12,14,15;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,6,7,8,11,12,14,15,16;2,3,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,16;2,3,4,5,7,8,10,11,12,13,14,15
SmallGroup(128,1649)	C2 x ((C4 x C2) : C8)	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1650)	C2 x ((C4 : C8) : C2)	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1651)	C2 x ((C4 : C8) : C2)	16	8	true	;3,6,7,8;2,4,5,6,7,8;3,6,7,8;3,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1652)	(C4 x C2) : (C8 : C2)	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1653)	(C4 : C8) : (C2 x C2)	8	16	false	;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;3,7,9,11,13,14,15,16;2,6,9,10,12,14,15,16;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;2,3,6,7,10,11,12,13;2,3,4,5,6,7,10,11,12,13,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14;2,3,4,5,6,7,9,10,11,12,13,14
SmallGroup(128,1654)	((C4 : C8) : C2) : C2	16	8	true	;3,6,7,8;2,4,5,6,7,8;3,6,7,8;3,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1655)	((C4 : C8) : C2) : C2	8	16	false	;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,6,9,10,12,14,15,16;3,7,9,11,13,14,15,16;3,4,7,8,9,10,11,12,13,14,15,16;2,5,6,8,9,10,11,12,13,14,15,16;2,3,6,7,10,11,12,13;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,6,7,8,9,11,13,14,15,16;2,3,5,6,7,8,9,10,12,14,15,16;2,3,4,6,7,8,9,11,13,14,15,16;2,3,5,6,7,8,9,10,12,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14;2,3,4,5,6,7,9,10,11,12,13,14
SmallGroup(128,1658)	C2 x C8 x D8	32	4	true	;3,4;2,4;2,3
SmallGroup(128,1659)	C2 x ((C2 x C2) : (C8 : C2))	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1660)	C2 x (C4 : (C8 : C2))	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,6,7;2,3,6,7;2,3,4,5,7,8;2,3,4,5,6,8;2,3,6,7
SmallGroup(128,1661)	(C2 x C2) : ((C8 x C2) : C2)	16	8	true	;3,4,5,6,7,8;2,6,7,8;2,6,7,8;2,6,7,8;2,3,4,5,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1662)	(C8 x C2) : D8	8	16	false	;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;3,7,9,11,13,14,15,16;2,6,9,10,12,14,15,16;3,5,7,8,9,10,11,12,13,14,15,16;2,4,6,8,9,10,11,12,13,14,15,16;2,3,6,7,10,11,12,13;2,3,4,5,6,7,10,11,12,13,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,5,6,7,8,9,11,13,14,15,16;2,3,4,6,7,8,9,10,12,14,15,16;2,3,4,5,6,7,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,12,13,14;2,3,4,5,6,7,9,10,11,12,13,14
SmallGroup(128,1663)	C4 : ((C8 x C2) : C2)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,6,7;2,3,6,7;2,3,4,5,7,8;2,3,4,5,6,8;2,3,6,7
SmallGroup(128,1664)	(C8 x C2) : D8	8	16	false	;3,4,5,6,8,10,11,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,13,15,16;2,3,6,9,10,11,12,14;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,12,13,14,15,16;2,3,4,6,7,9,10,11,12,14,15,16;3,4,5,6,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,4,5,6,8,9,12,13,14,15,16;2,3,5,6,7,8,9,10,11,13,15,16;2,3,4,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,10,11,13,15,16;2,3,4,6,7,8,9,10,11,12,13,14;2,3,4,6,7,8,9,10,11,12,13,14
SmallGroup(128,1668)	C2 x C4 x D16	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1669)	C2 x C4 x QD16	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1670)	C2 x C4 x Q16	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1671)	C4 x ((C8 x C2) : C2)	16	8	true	;3,4,5,6,7,8;2,4,5,6,7,8;2,3,7,8;2,3,7,8;2,3,7,8;2,3,4,5,6,8;2,3,4,5,6,7
SmallGroup(128,1672)	C2 x (C8 : (C4 x C2))	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1673)	C2 x (Q16 : C4)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1674)	C2 x (C8 : (C4 x C2))	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1675)	QD16 : (C4 x C2)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1676)	C4 x (C8 : (C2 x C2))	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
SmallGroup(128,1677)	C4 x ((C2 x Q8) : C2)	8	16	false	;3,4,5,6,8,9,10,12,13,14,15,16;2,5,7,8,9,10,11,12,13,14,15,16;2,8,9,10,11,12,13,16;2,3,6,11,12,13,14,15;2,5,7,8,9,10,11,12,13,14,15,16;3,6,8,9,10,14,15,16;2,3,4,6,7,9,10,11,12,13,14,15;2,3,4,6,7,8,11,12,13,14,15,16;2,3,4,6,7,8,11,12,13,14,15,16;3,4,5,6,8,9,10,12,13,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,4,5,6,8,9,10,11,14,15,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,13,16;2,3,4,6,7,9,10,11,12,13,14,15
