# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=125,625,3125,15625
# EXPECTED_TOTALS=5,15,77,684
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_5^3_through_5^6_only
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	adjacency_masks
15625	482		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,0;0,0,3,0,2,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,0;0,0,3,0,1,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,0	
15625	483		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,0;0,0,3,0,2,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,0;0,0,3,0,1,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,0	
15625	484		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,0;0,0,3,0,1,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,0;0,0,3,0,0,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,0	
15625	485		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,4;0,0,3,0,2,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,4;0,0,3,0,1,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,4	
15625	486		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,4;0,0,3,0,2,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,4;0,0,3,0,1,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,4	
15625	487		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,4;0,0,3,0,2,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,4;0,0,3,0,1,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,4	
15625	488		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,4;0,0,3,0,2,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,4;0,0,3,0,1,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,4	
15625	489		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,0;0,0,3,0,1,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,0;0,0,3,0,0,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,0	
15625	490		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,0;0,0,3,0,1,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,0;0,0,3,0,0,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,0	
15625	491		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,0;0,0,3,0,1,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,0;0,0,3,0,0,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,0	
15625	492		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,0;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,0;0,0,3,0,1,0;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,0	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,0;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,0;0,0,3,0,0,0;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,0	
15625	493		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,1,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,4,4;0,0,3,0,2,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,0,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,0,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,0,4;0,0,3,0,1,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,4,4	
15625	494		25	625	5,5,5,5,5,5	clique_ge_9	2,4,18,21,40,46,47,49,53	1,0,0,0,0,0;0,0,1,0,0,0;0,1,1,1,0,0;0,0,1,1,0,1;2,0,2,0,1,0;0,0,2,1,0,2;0,0,1,2,0,2;4,0,1,0,1,0;3,0,1,0,2,0	1,0,1,0,0,0;1,1,1,1,0,0;1,0,1,1,0,1;3,0,2,0,1,0;1,0,2,1,0,2;1,0,1,2,0,2;0,0,1,0,0,4;4,0,1,0,2,0;0,1,2,2,0,1;0,0,2,1,0,1;2,0,3,0,4,0;0,0,3,1,0,2;0,0,2,2,0,2;4,0,2,0,2,0;3,0,2,0,4,0;0,1,2,2,0,2;2,1,3,1,4,2;0,1,3,2,0,4;0,1,2,3,0,3;4,1,2,1,2,1;3,1,2,1,4,1;2,0,3,1,4,3;0,0,3,2,0,0;0,0,2,3,0,4;4,0,2,1,2,2;3,0,2,1,4,2;2,0,4,1,1,2;2,0,3,2,1,2;1,0,3,0,3,4;0,0,3,0,1,4;0,0,3,3,0,0;4,0,3,1,3,3;3,0,3,1,1,3;4,0,2,2,2,4;3,0,2,2,4,4;2,0,2,0,4,4	1,0,1,0,4,0;1,1,1,1,4,0;1,0,1,1,4,1;3,0,2,0,4,0;1,0,2,1,3,2;1,0,1,2,4,2;0,0,1,0,4,4;4,0,1,0,1,0;0,1,2,1,0,1;0,0,2,1,0,2;2,0,3,0,1,0;0,0,3,1,0,3;0,0,2,2,0,4;4,0,2,0,1,0;3,0,2,0,2,0;0,1,2,3,1,3;2,1,3,3,1,3;0,1,3,4,1,1;0,1,2,4,2,0;4,1,2,2,1,1;3,1,2,2,2,1;2,0,3,1,1,1;0,0,3,2,0,4;0,0,2,3,0,0;4,0,2,1,1,1;3,0,2,1,2,1;2,0,4,1,2,4;2,0,3,2,4,1;1,0,3,0,4,4;0,0,3,0,0,4;0,0,3,3,0,3;4,0,3,1,1,2;3,0,3,1,2,2;4,0,2,2,1,2;3,0,2,2,2,2;2,0,2,0,3,4	
