# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=125,625,3125,15625
# EXPECTED_TOTALS=5,15,77,684
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_5^3_through_5^6_only
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	adjacency_masks
15625	419		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,0,4;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,1,4;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,0,4;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,0,0;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,2,4;2,3,1,1,0,0;1,1,1,0,2,4;1,0,2,0,1,4	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,0,4;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,0,4;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,0,0;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,1,4;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,0,4;2,3,1,3,2,0;1,1,1,2,2,4;1,0,2,2,0,0	
15625	420		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,0,3;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,1,3;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,0,3;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,0,4;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,2,3;2,3,1,1,0,0;1,1,1,0,2,3;1,0,2,0,1,3	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,0,3;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,0,3;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,0,4;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,1,3;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,0,3;2,3,1,3,2,0;1,1,1,2,2,3;1,0,2,2,0,4	
15625	421		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,0,2;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,1,2;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,0,2;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,0,3;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,2,2;2,3,1,1,0,0;1,1,1,0,2,2;1,0,2,0,1,2	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,0,2;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,0,2;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,0,3;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,1,2;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,0,2;2,3,1,3,2,0;1,1,1,2,2,2;1,0,2,2,0,3	
15625	422		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,0,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,1,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,0,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,0,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,2,1;2,3,1,1,0,0;1,1,1,0,2,1;1,0,2,0,1,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,0,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,0,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,0,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,1,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,0,1;2,3,1,3,2,0;1,1,1,2,2,1;1,0,2,2,0,2	
15625	423		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,4,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,0,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,4,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,4,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,1,1;2,3,1,1,0,0;1,1,1,0,1,1;1,0,2,0,0,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,4,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,4,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,4,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,0,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,4,1;2,3,1,3,2,0;1,1,1,2,1,1;1,0,2,2,4,2	
15625	424		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,3,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,4,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,3,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,3,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,0,1;2,3,1,1,0,0;1,1,1,0,0,1;1,0,2,0,4,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,3,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,3,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,3,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,4,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,3,1;2,3,1,3,2,0;1,1,1,2,0,1;1,0,2,2,3,2	
15625	425		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,4,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,0,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,4,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,4,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,1,1;2,3,1,1,0,0;1,1,1,0,1,1;1,0,2,0,0,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,4,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,4,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,4,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,0,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,4,1;2,3,1,3,2,0;1,1,1,2,1,1;1,0,2,2,4,2	
15625	426		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,3,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,4,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,3,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,3,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,0,1;2,3,1,1,0,0;1,1,1,0,0,1;1,0,2,0,4,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,3,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,3,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,3,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,4,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,3,1;2,3,1,3,2,0;1,1,1,2,0,1;1,0,2,2,3,2	
15625	427		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,3,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,4,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,3,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,3,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,0,1;2,3,1,1,0,0;1,1,1,0,0,1;1,0,2,0,4,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,3,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,3,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,3,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,4,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,3,1;2,3,1,3,2,0;1,1,1,2,0,1;1,0,2,2,3,2	
15625	428		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,2,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,3,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,2,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,2,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,4,1;2,3,1,1,0,0;1,1,1,0,4,1;1,0,2,0,3,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,2,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,2,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,2,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,3,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,2,1;2,3,1,3,2,0;1,1,1,2,4,1;1,0,2,2,2,2	
15625	429		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,2,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,3,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,2,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,2,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,4,1;2,3,1,1,0,0;1,1,1,0,4,1;1,0,2,0,3,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,2,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,2,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,2,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,3,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,2,1;2,3,1,3,2,0;1,1,1,2,4,1;1,0,2,2,2,2	
15625	430		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,1,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,2,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,1,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,1,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,3,1;2,3,1,1,0,0;1,1,1,0,3,1;1,0,2,0,2,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,1,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,1,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,1,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,2,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,1,1;2,3,1,3,2,0;1,1,1,2,3,1;1,0,2,2,1,2	
15625	431		25	625	5,5,5,5,5,5	clique_ge_9	2,3,15,19,20,39,43,44,70	1,0,0,0,0,0;0,1,0,0,0,0;1,1,0,0,1,0;0,1,1,1,0,0;0,1,0,1,1,0;2,1,0,0,2,0;1,2,0,0,2,0;1,1,1,1,1,0;0,4,1,0,0,1	1,1,0,0,0,0;2,1,0,0,1,0;1,1,1,1,0,0;1,1,0,1,1,0;3,1,0,0,2,0;2,2,0,0,2,0;2,1,1,1,1,0;1,4,1,0,0,1;1,2,0,0,2,0;0,2,1,1,0,0;0,2,0,1,1,0;2,2,0,0,4,0;1,3,0,0,3,0;1,2,1,1,2,0;0,0,1,0,1,1;1,2,1,1,1,0;1,2,0,1,2,0;3,2,0,0,0,0;2,3,0,0,4,0;2,2,1,1,3,0;1,0,1,0,2,1;0,2,1,3,2,0;2,2,1,2,0,0;1,3,1,3,1,0;1,2,2,3,3,2;0,0,2,0,1,1;2,2,0,1,1,0;1,3,0,1,1,0;1,2,1,2,4,1;0,0,1,1,1,2;3,3,0,0,0,0;3,2,1,1,4,0;2,0,1,0,3,1;2,3,1,1,0,0;1,1,1,0,3,1;1,0,2,0,2,1	1,1,0,0,1,0;2,1,0,0,2,0;1,1,1,1,1,0;1,1,0,1,2,0;3,1,0,0,3,0;2,2,0,0,4,0;2,1,1,1,2,0;1,4,1,0,4,1;1,2,0,0,1,0;0,2,1,2,1,0;0,2,0,1,2,0;2,2,0,0,2,0;1,3,0,0,2,0;1,2,1,2,2,0;0,0,1,1,1,1;1,2,1,2,3,0;1,2,0,1,4,0;3,2,0,0,4,0;2,3,0,0,0,0;2,2,1,2,4,0;1,0,1,1,1,1;0,2,1,2,2,1;2,2,1,1,2,0;1,3,1,1,2,0;1,2,2,3,2,2;0,0,2,2,1,2;2,2,0,1,3,0;1,3,0,1,3,0;1,2,1,3,3,0;0,0,1,2,2,1;3,3,0,0,3,0;3,2,1,2,1,0;2,0,1,1,1,1;2,3,1,3,2,0;1,1,1,2,3,1;1,0,2,2,1,2	
